Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR2041011,2017-07-24 07:44:36,2017-07-25 09:58:13,11009079,1981634220,11009079,180,1289,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041011.sralite.1,ERX2100068,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830073,SAMEA104171055,simple,56004,Fritschiella tuberosa,SAMEA104171055,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,B0CEBDEA7172BC01C1247405F5E4CCC3,D99DF99FE597BC9AEBD7FD9B944F11F7
ERR2041012,2017-07-24 07:44:36,2017-07-25 09:58:58,14084875,2535277500,14084875,180,1631,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041012.sralite.1,ERX2100069,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830074,SAMEA104171056,simple,138173,Rhexinema planctonicum,SAMEA104171056,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,09ED515E274D03CED8309FE2CF569AF0,9EB68C130C11C6FE917F1595A888AE20
ERR2041013,2017-07-24 07:44:36,2017-07-25 09:58:56,10322962,1858133160,10322962,180,1303,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041013.sralite.1,ERX2100070,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830075,SAMEA104171057,simple,97102,Halofilum salinum,SAMEA104171057,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,3AFF30E5141B34FEA81245BCBC066FA5,68F4B332D88D262AA1B8B4248E86D0F8
ERR2041014,2017-07-24 07:44:36,2017-07-25 09:59:32,7732568,1391862240,7732568,180,877,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041014.sralite.1,ERX2100071,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830076,SAMEA104171058,simple,55999,Stigeoclonium helveticum,SAMEA104171058,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,49C6892FD0D80E336272BE8B0A04E105,6E6127A27F78DBE19ACC20ECDE15F42A
ERR2041015,2017-07-24 07:44:36,2017-07-25 09:59:46,12586065,2265491700,12586065,180,1433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041015.sralite.1,ERX2100072,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830077,SAMEA104171059,simple,104536,Uronema belkae,SAMEA104171059,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,E62BD5A724B23DA496E68BC8F13E4B42,4E4673F2449DC9774FAB5C4EDD34EC86
ERR2041016,2017-07-24 07:44:36,2017-07-25 10:55:46,13174701,2371446180,13174701,180,1508,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041016.sralite.1,ERX2100073,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830078,SAMEA104171060,simple,764106,Aphanochaete repens,SAMEA104171060,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,4B61523862566B248640D7DCE6CCBCD4,42AF65DF68A321AFC804794169453DAE
ERR2041017,2017-07-24 07:44:36,2017-07-25 10:55:58,12684588,2283225840,12684588,180,1598,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041017.sralite.1,ERX2100074,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830079,SAMEA104171061,simple,248742,Coccomyxa subellipsoidea,SAMEA104171061,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,7F1FFED14B4D2B171A54F0269DCE4332,F05542A5BCB0A8F3993FE06294671EF1
ERR2041018,2017-07-24 07:44:36,2017-07-25 10:56:19,13587456,2445742080,13587456,180,1708,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041018.sralite.1,ERX2100075,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830080,SAMEA104171062,simple,204992,Golenkinia longispicula,SAMEA104171062,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,57FB1CE08EDB3F93A3E7C1EDF0873842,72C0960F29C4DF6582B220774569DBA3
ERR2041019,2017-07-24 07:44:36,2017-07-25 10:56:33,17342382,3121628760,17342382,180,1787,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041019.sralite.1,ERX2100076,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830081,SAMEA104171063,simple,119574,Tetradesmus dimorphus,SAMEA104171063,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,CD43EC0496FC7CC9C8A1B753DDA576D3,0164C3B7866F5BA805DDE60C3252EB2E
ERR2041020,2017-07-24 07:44:36,2017-07-25 10:56:45,12062182,2171192760,12062182,180,1401,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041020.sralite.1,ERX2100077,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830082,SAMEA104171064,simple,1799581,Halochlorococcum marinum,SAMEA104171064,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,730E5036CB2E08267B1B9F7597D210A5,6E28AC96584F93A89140EC9F6C68FB41
ERR2041021,2017-07-24 07:44:36,2017-07-25 10:57:05,13511798,2432123640,13511798,180,1509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041021.sralite.1,ERX2100078,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830083,SAMEA104171065,simple,55995,Oedogonium cardiacum,SAMEA104171065,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,F75A1F7BE52DC306DAFB2AD0EC7F70A1,76C2A6B92911241CF0290BF058C9E67F
ERR2041022,2017-07-24 07:44:36,2017-07-25 10:57:13,10947624,1970572320,10947624,180,1239,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041022.sralite.1,ERX2100079,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830084,SAMEA104171066,simple,321584,Oedogonium foveolatum,SAMEA104171066,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,955B8F5592ABA01F3C274353CB6C107E,99F536B9FA2EC71319A0744C7936F10C
ERR2041023,2017-07-24 07:44:36,2017-07-25 10:57:26,10124885,1822479300,10124885,180,1243,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041023.sralite.1,ERX2100080,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830085,SAMEA104171067,simple,33097,Gonium pectorale,SAMEA104171067,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,CE8E932897CE54FE273B40D08F4FDDCF,8962B3C1FE26774797FB346E40D620B6
ERR2041024,2017-07-24 07:44:36,2017-07-25 10:00:09,17421281,3135830580,17421281,180,1801,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041024.sralite.1,ERX2100081,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830086,SAMEA104171068,simple,1127754,Ettlia oleoabundans,SAMEA104171068,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,99AB509E25C44B27115D56F58740AC93,18D27FEDA1314ABC0E13AB6EB4B40316
ERR2041025,2017-07-24 07:44:36,2017-07-25 10:00:08,9080051,1634409180,9080051,180,1114,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041025.sralite.1,ERX2100082,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830087,SAMEA104171069,simple,138176,Desmochloris halophila,SAMEA104171069,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,01506493DFC0A0010D53EBC0ECD536B4,602D11558DC8052C5467F6BCA4D16024
ERR2041026,2017-07-24 07:44:36,2017-07-28 08:03:30,11726231,2110721580,11726231,180,1334,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR002/041/ERR2041026/ERR2041026.sralite.1,ERX2100083,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830088,SAMEA104171070,simple,44573,Pseudoneochloris marina,SAMEA104171070,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,B542DADC0689D09D22216ECCE8E57346,AB063494257C5F054798C2460FB343F5
ERR2041027,2017-07-24 07:44:36,2017-07-25 10:00:34,13082267,2354808060,13082267,180,1499,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041027.sralite.1,ERX2100084,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830089,SAMEA104171071,simple,47287,Volvox aureus,SAMEA104171071,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,6B03EDCB5D98A26CE379211D566D692D,39ECABA227D1A05607F6C462693F5CC8
ERR2041028,2017-07-24 07:44:36,2017-07-25 10:00:51,12167640,2190175200,12167640,180,1390,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041028.sralite.1,ERX2100085,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830090,SAMEA104171072,simple,47287,Volvox aureus,SAMEA104171072,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,215DDF4E52F71C995B7E561F75FBFE8C,CDE45CE856E740D86763E88329C9EC66
ERR2041029,2017-07-24 07:44:36,2017-07-25 10:57:48,12089842,2176171560,12089842,180,1428,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041029.sralite.1,ERX2100086,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830091,SAMEA104171073,simple,51718,Volvox globator,SAMEA104171073,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,64AA95B915F89D3DF320D3577A38C41A,3AD2DAAD258241C09CE7B452C7857852
ERR2041030,2017-07-24 07:44:36,2017-07-25 10:58:35,12993155,2338767900,12993155,180,1580,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041030.sralite.1,ERX2100087,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830092,SAMEA104171074,simple,47282,Eudorina elegans,SAMEA104171074,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,5FA172777167B84B190DE0D64C462931,E68A077E21EDA9581C3161F164383481
ERR2041031,2017-07-24 07:44:36,2017-07-25 10:59:28,14216096,2558897280,14216096,180,1739,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041031.sralite.1,ERX2100088,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830093,SAMEA104171075,simple,33099,Pandorina morum,SAMEA104171075,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,7C8C0446E550289B9C0069E445FF9D8F,E1D9A32839A9FAC240C215B3973AF32F
ERR2041032,2017-07-24 07:44:36,2017-07-25 10:01:16,11745044,2114107920,11745044,180,1271,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041032.sralite.1,ERX2100089,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830094,SAMEA104171076,simple,3156,Asteromonas gracilis,SAMEA104171076,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,7A54FD421FA430B0D53E22E640A2262E,8C4BE23C309FC3DD16D45CA878B7A238
ERR2041033,2017-07-24 07:44:36,2017-07-25 10:01:46,9935495,1788389100,9935495,180,1029,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041033.sralite.1,ERX2100090,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830095,SAMEA104171077,simple,3156,Asteromonas gracilis,SAMEA104171077,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,7249E1E60C0403CA59E8EE1D8BE2E5C3,55A418EAF613468CB382AAF3EF71837D
ERR2041034,2017-07-24 07:44:36,2017-07-25 10:01:58,11258982,2026616760,11258982,180,1413,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041034.sralite.1,ERX2100091,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830096,SAMEA104171078,simple,47781,Carteria crucifera,SAMEA104171078,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,46E280BDE199F1CC002165E0EA5285DE,B9C9B918056AB833988D23C7751491EF
ERR2041035,2017-07-24 07:44:36,2017-07-25 10:02:04,14653278,2637590040,14653278,180,1721,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041035.sralite.1,ERX2100092,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830097,SAMEA104171079,simple,69402,Carteria obtusa,SAMEA104171079,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,6352DF82BB6D58F84E440FDE0463D367,B7932D5A930024BE44792ECF4B112F3D
ERR2041036,2017-07-24 07:44:36,2017-07-25 10:02:19,7649778,1376960040,7649778,180,819,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041036.sralite.1,ERX2100093,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830098,SAMEA104171080,simple,201316,Chlamydomonas bilatus,SAMEA104171080,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,E1468B3813B8D86BFD992FB5A238A08A,053440FD09644303F2597EBEF1658ED0
ERR2041037,2017-07-24 07:44:36,2017-07-25 10:02:37,9046671,1628400780,9046671,180,956,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041037.sralite.1,ERX2100094,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830099,SAMEA104171081,simple,201316,Chlamydomonas bilatus,SAMEA104171081,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,714ED00F2CBC2CD5EDFB967B1CFB84CC,F24236B94F0F0F40A1888CE67C76712C
ERR2041038,2017-07-24 07:44:36,2017-07-25 10:02:38,0,0,0,0,736,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041038.sralite.1,ERX2100095,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830100,SAMEA104171082,simple,69356,Chlamydomonas cribrum,SAMEA104171082,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,D565CEDBBA8E802CE60585CE25B611C8,C73938457986E0638B8FD1EEC7E01596
ERR2041039,2017-07-24 07:44:36,2017-07-25 10:02:48,6556991,1180258380,6556991,180,709,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041039.sralite.1,ERX2100096,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830101,SAMEA104171083,simple,3054,Chlamydomonas moewusii,SAMEA104171083,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,D9F678279C486F03EE8191589FB1C9CF,BB50C3F5E3AFFAFB3F3F80CBF7BD2C84
ERR2041040,2017-07-24 07:44:36,2017-07-25 10:03:06,7661487,1379067660,7661487,180,790,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041040.sralite.1,ERX2100097,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830102,SAMEA104171084,simple,28456,Chlamydomonas noctigama,SAMEA104171084,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,81F80E204410DEA6D4E00008B3D52F7C,63D41C8BA78954A99A0EFA652BAF2B96
ERR2041041,2017-07-24 07:44:36,2017-07-25 10:03:18,12839218,2311059240,12839218,180,1397,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041041.sralite.1,ERX2100098,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830103,SAMEA104171085,simple,327064,Brachiomonas submarina,SAMEA104171085,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,4AD4CC2B0DBC8CE8C027B8002107EC4C,98F01A28610245B22BB6B0BEB237BC45
ERR2041042,2017-07-24 07:44:36,2017-07-25 10:03:15,6138490,1104928200,6138490,180,689,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041042.sralite.1,ERX2100099,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830104,SAMEA104171086,simple,51729,Chloromonas oogama,SAMEA104171086,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,B5157B1C725D95567763B2F636129FF7,5BAC0657CC92080578A950B1732E25B2
ERR2041043,2017-07-24 07:44:36,2017-07-25 10:03:34,7087135,1275684300,7087135,180,759,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041043.sralite.1,ERX2100100,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830105,SAMEA104171087,simple,51728,Chloromonas reticulata,SAMEA104171087,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,4211501CE58750A535D15FDCE891A9C9,F53E115AADBC09E44C683A9769238731
ERR2041044,2017-07-24 07:44:36,2017-07-25 10:03:44,8828718,1589169240,8828718,180,941,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041044.sralite.1,ERX2100101,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830106,SAMEA104171088,simple,51728,Chloromonas reticulata,SAMEA104171088,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,01A4A824AE4A7D72AC640D09D11B6771,CFFC46408BCD1B29BB077D2FD7FFF2F0
ERR2041045,2017-07-24 07:44:36,2017-07-25 10:04:48,13371657,2406898260,13371657,180,1528,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041045.sralite.1,ERX2100102,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830107,SAMEA104171089,simple,51731,Chloromonas rosae,SAMEA104171089,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,53A7923A41ACED8E97447C04FB45FA9B,E90927026A572A4359807D7E2F78B2C2
ERR2041046,2017-07-24 07:44:36,2017-07-25 10:04:26,9287113,1671680340,9287113,180,980,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041046.sralite.1,ERX2100103,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830108,SAMEA104171090,simple,201322,Chloromonas subdivisa,SAMEA104171090,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,719EEB4754E734D367C624CC690A1AE0,960E80B31259A10D2040D491D37C205B
ERR2041047,2017-07-24 07:44:36,2017-07-25 10:04:52,12399230,2231861400,12399230,180,1414,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041047.sralite.1,ERX2100104,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830109,SAMEA104171091,simple,294827,Chloromonas tughillensis,SAMEA104171091,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,47D900204AEC358C96F76D59EE702C20,83ADF74F5246ECFF4EFE7158F1A3BDBB
ERR2041048,2017-07-24 07:44:36,2017-07-25 10:04:56,8586968,1545654240,8586968,180,899,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041048.sralite.1,ERX2100105,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830110,SAMEA104171092,simple,179866,Heterochlamydomonas inaequalis,SAMEA104171092,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,44486D50DDC7B2DC5B2A5AD9275DAF87,9DE519212C6FE92E5301A15FB4B1145F
ERR2041049,2017-07-24 07:44:36,2017-07-25 10:05:35,13498043,2429647740,13498043,180,1548,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041049.sralite.1,ERX2100106,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830111,SAMEA104171093,simple,52035,Lobochlamys segnis,SAMEA104171093,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,9C41FD98FD04652984456A9A9EB344E1,7BFEF11F804AA3A4DA919EDE3499C38D
ERR2041050,2017-07-24 07:44:36,2017-07-25 10:05:29,8332192,1499794560,8332192,180,939,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/041/ERR2041050.sralite.1,ERX2100107,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1830112,SAMEA104171094,simple,1727150,Lobomonas rostrata,SAMEA104171094,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,2A06AEC10DB39B7862C84EAC28067B7B,62ECAC0EFE0E2C5B2B18E24B557A8D79
